745.472, 745.472, 638.775, 1.9777
771.049, 771.045, 569.166, 1.9777
817.695, 817.692, 565.463, 1.9777
963.472, 963.468, 710.638, 1.9777
1290.07, 1290.07, 1030.76, 1.9777
745.73, 745.73, 639.033, 1.9777
771.307, 771.3, 569.42, 1.9777
817.953, 817.946, 565.717, 1.9777
963.73, 963.723, 710.893, 1.9777
1290.33, 1290.32, 1031.02, 1.9777
745.988, 745.988, 639.292, 1.9777
771.565, 771.558, 569.679, 1.9777
818.212, 818.204, 565.975, 1.9777
963.988, 963.981, 711.151, 1.9777
1290.59, 1290.58, 1031.27, 1.9777
746.168, 746.168, 639.471, 1.9777
771.745, 771.736, 569.857, 1.9777
818.391, 818.383, 566.154, 1.9777
964.168, 964.159, 711.329, 1.9777
1290.77, 1290.76, 1031.45, 1.9777
746.92, 746.92, 640.223, 1.9777
772.497, 772.484, 570.605, 1.9777
819.143, 819.131, 566.902, 1.9777
964.919, 964.907, 712.077, 1.9777
1291.52, 1291.51, 1032.2, 1.9777
548.401, 548.401, 441.704, 1.9777
551.65, 551.65, 349.77, 1.9777
557.724, 557.724, 305.495, 1.9777
568.262, 568.262, 315.432, 1.9777
596.709, 596.709, 337.4, 1.9777
548.672, 548.672, 441.975, 1.9777
551.92, 551.92, 350.04, 1.9777
557.995, 557.995, 305.766, 1.9777
568.532, 568.532, 315.702, 1.9777
596.979, 596.979, 337.671, 1.9777
548.932, 548.932, 442.235, 1.9777
552.18, 552.18, 350.3, 1.9777
558.255, 558.255, 306.026, 1.9777
568.792, 568.792, 315.962, 1.9777
597.239, 597.239, 337.931, 1.9777
549.115, 549.115, 442.419, 1.9777
552.364, 552.364, 350.484, 1.9777
558.438, 558.438, 306.209, 1.9777
568.976, 568.976, 316.146, 1.9777
597.423, 597.423, 338.114, 1.9777
549.881, 549.881, 443.184, 1.9777
553.13, 553.13, 351.25, 1.9777
559.204, 559.204, 306.975, 1.9777
569.742, 569.742, 316.912, 1.9777
598.189, 598.189, 338.88, 1.9777
543.653, 543.653, 436.956, 1.9777
546.134, 546.134, 344.254, 1.9777
550.812, 550.812, 298.583, 1.9777
556.697, 556.697, 303.867, 1.9777
574.886, 574.886, 315.578, 1.9777
543.924, 543.924, 437.227, 1.9777
546.404, 546.404, 344.524, 1.9777
551.083, 551.083, 298.854, 1.9777
556.968, 556.968, 304.138, 1.9777
575.157, 575.157, 315.848, 1.9777
544.184, 544.184, 437.487, 1.9777
546.664, 546.664, 344.784, 1.9777
551.343, 551.343, 299.114, 1.9777
557.228, 557.228, 304.398, 1.9777
575.417, 575.417, 316.108, 1.9777
544.368, 544.368, 437.671, 1.9777
546.848, 546.848, 344.968, 1.9777
551.526, 551.526, 299.297, 1.9777
557.411, 557.411, 304.581, 1.9777
575.6, 575.6, 316.292, 1.9777
545.133, 545.133, 438.436, 1.9777
547.614, 547.614, 345.734, 1.9777
552.292, 552.292, 300.063, 1.9777
558.177, 558.177, 305.347, 1.9777
576.366, 576.366, 317.058, 1.9777
553.727, 553.727, 447.03, 1.9777
556.017, 556.017, 354.137, 1.9777
560.35, 560.35, 308.121, 1.9777
565.085, 565.085, 312.255, 1.9777
580.738, 580.738, 321.429, 1.9777
553.997, 553.997, 447.301, 1.9777
556.288, 556.288, 354.408, 1.9777
560.621, 560.621, 308.392, 1.9777
565.356, 565.356, 312.526, 1.9777
581.008, 581.008, 321.7, 1.9777
554.257, 554.257, 447.56, 1.9777
556.548, 556.548, 354.668, 1.9777
560.881, 560.881, 308.652, 1.9777
565.615, 565.615, 312.785, 1.9777
581.268, 581.268, 321.96, 1.9777
554.441, 554.441, 447.744, 1.9777
556.732, 556.732, 354.852, 1.9777
561.065, 561.065, 308.836, 1.9777
565.799, 565.799, 312.969, 1.9777
581.452, 581.452, 322.143, 1.9777
555.207, 555.207, 448.51, 1.9777
557.497, 557.497, 355.617, 1.9777
561.83, 561.83, 309.602, 1.9777
566.565, 566.565, 313.735, 1.9777
582.218, 582.218, 322.909, 1.9777
555.629, 555.629, 448.932, 1.9777
557.825, 557.825, 355.944, 1.9777
561.985, 561.985, 309.756, 1.9777
566.144, 566.144, 313.314, 1.9777
580.529, 580.529, 321.22, 1.9777
555.9, 555.9, 449.203, 1.9777
558.095, 558.095, 356.215, 1.9777
562.256, 562.256, 310.027, 1.9777
566.415, 566.415, 313.585, 1.9777
580.8, 580.8, 321.491, 1.9777
556.16, 556.16, 449.463, 1.9777
558.355, 558.355, 356.475, 1.9777
562.516, 562.516, 310.287, 1.9777
566.675, 566.675, 313.845, 1.9777
581.059, 581.059, 321.751, 1.9777
556.343, 556.343, 449.646, 1.9777
558.539, 558.539, 356.659, 1.9777
562.699, 562.699, 310.47, 1.9777
566.859, 566.859, 314.029, 1.9777
581.243, 581.243, 321.935, 1.9777
557.109, 557.109, 450.412, 1.9777
559.305, 559.305, 357.425, 1.9777
563.465, 563.465, 311.236, 1.9777
567.624, 567.624, 314.794, 1.9777
582.009, 582.009, 322.7, 1.9777
