0.168143,1.08867,248.729,0.0307954,0.162123,1.03762,208.931,73.9561,534.104, ,0.168143,1.08867,248.729,0.0307954,0.162123,1.03762,208.931,73.9561,534.104, ,0.168143,1.08867,245.244,0.0307954,0.159701,1.03762,208.931,73.9561,530.616,
0.168143,2.29059,248.729,0.0307954,0.383438,1.03762,208.952,73.9561,535.548, ,0.168143,2.29059,248.729,0.0307954,0.383438,1.03762,208.952,73.9561,535.548, ,0.168143,2.29059,245.244,0.0307954,0.37771,1.03762,208.952,73.9561,532.058,
0.168143,2.41452,248.729,0.0307954,1.10133,1.03762,209.005,73.9561,536.442, ,0.168143,2.41452,248.729,0.0307954,1.10133,1.03762,209.005,73.9561,536.442, ,0.168143,2.41452,214.524,0.0307954,0.939838,1.03762,209.005,73.9561,502.076,
0.168143,2.82442,248.729,0.0307954,0.814114,1.03762,209.092,73.9561,536.653, ,0.168143,2.82442,248.729,0.0307954,0.814114,1.03762,209.092,73.9561,536.653, ,0.168143,2.82442,148.169,0.0307954,0.463159,1.03762,209.092,73.9561,435.742,
0.168143,4.11751,248.729,0.0307954,1.87316,1.03762,209.275,73.9561,539.187, ,0.168143,4.11751,248.729,0.0307954,1.87316,1.03762,209.275,73.9561,539.187, ,0.168143,4.11751,59.6955,0.0307954,0.355222,1.03762,209.275,73.9561,348.636,

0.353776,1.08867,248.729,0.0728344,0.162123,1.03762,208.974,73.9561,534.374, ,0.353776,1.08867,248.729,0.0728344,0.162123,1.03762,208.974,73.9561,534.374, ,0.353776,1.08867,245.244,0.0728344,0.159701,1.03762,208.974,73.9561,530.887,
0.353776,2.29059,248.729,0.0728344,0.383438,1.03762,208.996,73.9561,535.819, ,0.353776,2.29059,248.729,0.0728344,0.383438,1.03762,208.996,73.9561,535.819, ,0.353776,2.29059,245.244,0.0728344,0.37771,1.03762,208.996,73.9561,532.328,
0.353776,2.41452,248.729,0.0728344,1.10133,1.03762,209.048,73.9561,536.713, ,0.353776,2.41452,248.729,0.0728344,1.10133,1.03762,209.048,73.9561,536.713, ,0.353776,2.41452,214.524,0.0728344,0.939838,1.03762,209.048,73.9561,502.347,
0.353776,2.82442,248.729,0.0728344,0.814114,1.03762,209.135,73.9561,536.923, ,0.353776,2.82442,248.729,0.0728344,0.814114,1.03762,209.135,73.9561,536.923, ,0.353776,2.82442,148.169,0.0728344,0.463159,1.03762,209.135,73.9561,436.012,
0.353776,4.11751,248.729,0.0728344,1.87316,1.03762,209.318,73.9561,539.458, ,0.353776,4.11751,248.729,0.0728344,1.87316,1.03762,209.318,73.9561,539.458, ,0.353776,4.11751,59.6955,0.0728344,0.355222,1.03762,209.318,73.9561,348.906,

0.372917,1.08867,248.729,0.209198,0.162123,1.03762,209.078,73.9561,534.634, ,0.372917,1.08867,248.729,0.209198,0.162123,1.03762,209.078,73.9561,534.634, ,0.372917,1.08867,245.244,0.209198,0.159701,1.03762,209.078,73.9561,531.147,
0.372917,2.29059,248.729,0.209198,0.383438,1.03762,209.1,73.9561,536.079, ,0.372917,2.29059,248.729,0.209198,0.383438,1.03762,209.1,73.9561,536.079, ,0.372917,2.29059,245.244,0.209198,0.37771,1.03762,209.1,73.9561,532.588,
0.372917,2.41452,248.729,0.209198,1.10133,1.03762,209.152,73.9561,536.973, ,0.372917,2.41452,248.729,0.209198,1.10133,1.03762,209.152,73.9561,536.973, ,0.372917,2.41452,214.524,0.209198,0.939838,1.03762,209.152,73.9561,502.607,
0.372917,2.82442,248.729,0.209198,0.814114,1.03762,209.24,73.9561,537.183, ,0.372917,2.82442,248.729,0.209198,0.814114,1.03762,209.24,73.9561,537.183, ,0.372917,2.82442,148.169,0.209198,0.463159,1.03762,209.24,73.9561,436.272,
0.372917,4.11751,248.729,0.209198,1.87316,1.03762,209.422,73.9561,539.718, ,0.372917,4.11751,248.729,0.209198,1.87316,1.03762,209.422,73.9561,539.718, ,0.372917,4.11751,59.6955,0.209198,0.355222,1.03762,209.422,73.9561,349.166,

0.436225,1.08867,248.729,0.154642,0.162123,1.03762,209.253,73.9561,534.818, ,0.436225,1.08867,248.729,0.154642,0.162123,1.03762,209.253,73.9561,534.818, ,0.436225,1.08867,245.244,0.154642,0.159701,1.03762,209.253,73.9561,531.331,
0.436225,2.29059,248.729,0.154642,0.383438,1.03762,209.275,73.9561,536.263, ,0.436225,2.29059,248.729,0.154642,0.383438,1.03762,209.275,73.9561,536.263, ,0.436225,2.29059,245.244,0.154642,0.37771,1.03762,209.275,73.9561,532.772,
0.436225,2.41452,248.729,0.154642,1.10133,1.03762,209.327,73.9561,537.157, ,0.436225,2.41452,248.729,0.154642,1.10133,1.03762,209.327,73.9561,537.157, ,0.436225,2.41452,214.524,0.154642,0.939838,1.03762,209.327,73.9561,502.79,
0.436225,2.82442,248.729,0.154642,0.814114,1.03762,209.415,73.9561,537.367, ,0.436225,2.82442,248.729,0.154642,0.814114,1.03762,209.415,73.9561,537.367, ,0.436225,2.82442,148.169,0.154642,0.463159,1.03762,209.415,73.9561,436.456,
